Genome_ID	Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
GCA_040279925.1	virulence_ecoli	cia	100	147 / 147	"ABTAVJ010000075.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.075, whole genome shotgun sequence"	15446..15592	  Colicin ia	QMGM01000002
GCA_040279925.1	virulence_ecoli	cma	99.75	816 / 816	"ABTAVJ010000075.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.075, whole genome shotgun sequence"	8806..9621	  Colicin M activity	FJ664724
GCA_040279925.1	virulence_ecoli	csgA	100	456 / 456	"ABTAVJ010000001.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.001, whole genome shotgun sequence"	148996..149451	 curlin major subunit CsgA	CP069646
GCA_040279925.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABTAVJ010000064.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.064, whole genome shotgun sequence"	22133..23273	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_040279925.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABTAVJ010000023.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.023, whole genome shotgun sequence"	23671..27921	 intimin-like adhesin FdeC	AP010953
GCA_040279925.1	virulence_ecoli	fimH	100	489 / 489	"ABTAVJ010000056.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.056, whole genome shotgun sequence"	22440..22928	   Type 1 fimbriae	NA
GCA_040279925.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABTAVJ010000001.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.001, whole genome shotgun sequence"	38692..39598	  Avian E. coli haemolysin	ECU57430
GCA_040279925.1	virulence_ecoli	iss	99.66	294 / 294	"ABTAVJ010000055.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.055, whole genome shotgun sequence"	14509..14802	  Increased serum survival	CP001846
GCA_040279925.1	virulence_ecoli	mchB	99.66	294 / 294	"ABTAVJ010000024.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.024, whole genome shotgun sequence"	51512..51805	  Microcin H47 part of colicin H	AJ009631
GCA_040279925.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABTAVJ010000024.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.024, whole genome shotgun sequence"	49690..51240	  MchC protein	FN554766
GCA_040279925.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABTAVJ010000024.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.024, whole genome shotgun sequence"	45696..47792	  ABC transporter protein MchF	FN554766
GCA_040279925.1	virulence_ecoli	mcmA	100	279 / 279	"ABTAVJ010000024.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.024, whole genome shotgun sequence"	45164..45442	  Microcin M part of colicin H	AJ515251
GCA_040279925.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABTAVJ010000007.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.007, whole genome shotgun sequence"	40141..41025	  lipoprotein NlpI precursor	CP000243
GCA_040279925.1	virulence_ecoli	stx2e-O8-1509W52833	99.63	818 / 1243	"ABTAVJ010000068.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.068, whole genome shotgun sequence"	1..818	   stx2e-O8-1509W52833	unpublished
GCA_040279925.1	virulence_ecoli	stx2e-O8-1509W52833	99.64	822 / 1243	"ABTAVJ010000207.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.guided.124, whole genome shotgun sequence"	2490..3311	   stx2e-O8-1509W52833	unpublished
GCA_040279925.1	virulence_ecoli	terC	100	714 / 714	"ABTAVJ010000002.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.002, whole genome shotgun sequence"	22838..23551	  Tellurium ion resistance protein	CP007491
GCA_040279925.1	virulence_ecoli	terC	99.9	959 / 966	"ABTAVJ010000018.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.018, whole genome shotgun sequence"	30647..31605	  Tellurium ion resistance protein	MG591698
GCA_040279925.1	virulence_ecoli	terC	100	1041 / 1041	"ABTAVJ010000087.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.088, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_040279925.1	virulence_ecoli	tia	99.73	738 / 738	"ABTAVJ010000093.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.094, whole genome shotgun sequence"	2599..3336	 Tia Invasion determinant	CP015995
GCA_040279925.1	virulence_ecoli	traJ	98.69	687 / 687	"ABTAVJ010000061.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.061, whole genome shotgun sequence"	15859..16545	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_040279925.1	virulence_ecoli	traT	100	732 / 732	"ABTAVJ010000077.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.078, whole genome shotgun sequence"	10959..11690	  Outer membrane protein complement resistance	CP009167
GCA_040279925.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABTAVJ010000010.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.010, whole genome shotgun sequence"	27041..28075	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_040279925.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABTAVJ010000010.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.010, whole genome shotgun sequence"	24545..27025	" Usher, YHD fimbriael cluster"	CP042934
GCA_040279925.1	virulence_ecoli	yehC	97.63	675 / 675	"ABTAVJ010000010.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.010, whole genome shotgun sequence"	23855..24529	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_040279925.1	virulence_ecoli	yehD	98.71	543 / 543	"ABTAVJ010000010.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.010, whole genome shotgun sequence"	23233..23775	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_040279925.1	stx	stx2	99.63	818 / 1243	"ABTAVJ010000068.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.denovo.068, whole genome shotgun sequence"	1..818	"O8 1509W52833, variant e"	unpublished
GCA_040279925.1	stx	stx2	99.64	822 / 1243	"ABTAVJ010000207.1 Escherichia coli strain 01540777 SAMN41992278-rid22121073.guided.124, whole genome shotgun sequence"	2490..3311	"O8 1509W52833, variant e"	unpublished
GCA_040935505.2	virulence_ecoli	capU	99.91	1089 / 1089	"ABTRYV020000035.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.035, whole genome shotgun sequence"	7023..8111	 Hexosyltransferase homolog	CU928145
GCA_040935505.2	virulence_ecoli	csgA	99.56	456 / 456	"ABTRYV020000006.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.006, whole genome shotgun sequence"	81997..82452	 curlin major subunit CsgA	CP069646
GCA_040935505.2	virulence_ecoli	eltIIAB-a	99.91	1141 / 1141	"ABTRYV020000045.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.046, whole genome shotgun sequence"	22391..23531	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_040935505.2	virulence_ecoli	fdeC	95.49	4254 / 4254	"ABTRYV020000021.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.021, whole genome shotgun sequence"	46854..51107	 intimin-like adhesin FdeC	AP010953
GCA_040935505.2	virulence_ecoli	fdeC	95.49	4254 / 4254	"ABTRYV020000207.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.guided.045, whole genome shotgun sequence"	25358..29611	 intimin-like adhesin FdeC	AP010953
GCA_040935505.2	virulence_ecoli	fimH	100	489 / 489	"ABTRYV020000028.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.028, whole genome shotgun sequence"	55318..55806	   Type 1 fimbriae	NA
GCA_040935505.2	virulence_ecoli	hlyE	99.13	918 / 918	"ABTRYV020000011.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.011, whole genome shotgun sequence"	34470..35386	  Avian E. coli haemolysin	ECU57430
GCA_040935505.2	virulence_ecoli	lpfA	100	573 / 573	"ABTRYV020000013.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.013, whole genome shotgun sequence"	80139..80711	  Long polar fimbriae	CP002185
GCA_040935505.2	virulence_ecoli	nlpI	99.77	885 / 885	"ABTRYV020000001.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.001, whole genome shotgun sequence"	288721..289605	  lipoprotein NlpI precursor	CP000243
GCA_040935505.2	virulence_ecoli	ompT	95.78	948 / 948	"ABTRYV020000020.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.020, whole genome shotgun sequence"	96019..96966	  Outer membrane protease (protein protease 7)	CDLB01000100
GCA_040935505.2	virulence_ecoli	ompT	99.58	954 / 954	"ABTRYV020000011.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.011, whole genome shotgun sequence"	2108..3061	  Outer membrane protease (protein protease 7)	UINH01000010
GCA_040935505.2	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABTRYV020000209.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.guided.096, whole genome shotgun sequence"	97..1338	   stx2i-O9-CB10366	FN252457
GCA_040935505.2	virulence_ecoli	stx2l-O65-1610T27873	100	1241 / 1241	"ABTRYV020000210.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.guided.097, whole genome shotgun sequence"	97..1337	   stx2l-O65-1610T27873	unpublished
GCA_040935505.2	virulence_ecoli	terC	99.02	714 / 714	"ABTRYV020000017.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.017, whole genome shotgun sequence"	22945..23658	  Tellurium ion resistance protein	CP007491
GCA_040935505.2	virulence_ecoli	terC	99.69	966 / 966	"ABTRYV020000001.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.001, whole genome shotgun sequence"	211613..212578	  Tellurium ion resistance protein	MG591698
GCA_040935505.2	virulence_ecoli	traJ	98.84	687 / 687	"ABTRYV020000020.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.020, whole genome shotgun sequence"	64022..64708	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_040935505.2	virulence_ecoli	traT	99.86	732 / 732	"ABTRYV020000020.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.020, whole genome shotgun sequence"	42471..43202	  Outer membrane protein complement resistance	CP009167
GCA_040935505.2	virulence_ecoli	yehA	98.16	1033 / 1035	"ABTRYV020000002.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.002, whole genome shotgun sequence"	35687..36719	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_040935505.2	virulence_ecoli	yehB	97.86	2481 / 2481	"ABTRYV020000002.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.002, whole genome shotgun sequence"	36735..39215	" Usher, YHD fimbriael cluster"	CP042934
GCA_040935505.2	virulence_ecoli	yehC	98.67	675 / 675	"ABTRYV020000002.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.002, whole genome shotgun sequence"	39231..39905	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_040935505.2	virulence_ecoli	yehD	98.53	543 / 543	"ABTRYV020000002.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.002, whole genome shotgun sequence"	39986..40528	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_040935505.2	virulence_ecoli	yghJ	91.87	4576 / 4569	"ABTRYV020000001.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.denovo.001, whole genome shotgun sequence"	84420..88985		CP043217
GCA_040935505.2	stx	stx2	99.6	1242 / 1242	"ABTRYV020000209.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.guided.096, whole genome shotgun sequence"	97..1338	"O9 CB10366, variant i"	FN252457
GCA_040935505.2	stx	stx2	100	1241 / 1241	"ABTRYV020000210.1 Escherichia coli strain 01571067 SAMN42828538-rid25116123.guided.097, whole genome shotgun sequence"	97..1337	"O65 1610T27873, variant l"	unpublished
GCA_041047495.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABTVES010000027.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.027, whole genome shotgun sequence"	1659..3314		CP054236
GCA_041047495.1	virulence_ecoli	cba	99.87	1536 / 1536	"ABTVES010000038.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.039, whole genome shotgun sequence"	11884..13419	  Colicin B	FJ664743
GCA_041047495.1	virulence_ecoli	cia	100	147 / 147	"ABTVES010000038.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.039, whole genome shotgun sequence"	20848..20994	  Colicin ia	QMGM01000002
GCA_041047495.1	virulence_ecoli	cma	99.75	816 / 816	"ABTVES010000038.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.039, whole genome shotgun sequence"	14208..15023	  Colicin M activity	FJ664724
GCA_041047495.1	virulence_ecoli	csgA	100	456 / 456	"ABTVES010000001.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.001, whole genome shotgun sequence"	148996..149451	 curlin major subunit CsgA	CP069646
GCA_041047495.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABTVES010000056.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.057, whole genome shotgun sequence"	22133..23273	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_041047495.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABTVES010000019.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.019, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_041047495.1	virulence_ecoli	fimH	100	489 / 489	"ABTVES010000050.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.051, whole genome shotgun sequence"	22440..22928	   Type 1 fimbriae	NA
GCA_041047495.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABTVES010000001.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.001, whole genome shotgun sequence"	38692..39598	  Avian E. coli haemolysin	ECU57430
GCA_041047495.1	virulence_ecoli	iss	99.66	294 / 294	"ABTVES010000055.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.056, whole genome shotgun sequence"	14509..14802	  Increased serum survival	CP001846
GCA_041047495.1	virulence_ecoli	mchB	99.66	294 / 294	"ABTVES010000024.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.024, whole genome shotgun sequence"	51512..51805	  Microcin H47 part of colicin H	AJ009631
GCA_041047495.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABTVES010000024.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.024, whole genome shotgun sequence"	49690..51240	  MchC protein	FN554766
GCA_041047495.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABTVES010000024.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.024, whole genome shotgun sequence"	45696..47792	  ABC transporter protein MchF	FN554766
GCA_041047495.1	virulence_ecoli	mcmA	100	279 / 279	"ABTVES010000024.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.024, whole genome shotgun sequence"	45164..45442	  Microcin M part of colicin H	AJ515251
GCA_041047495.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABTVES010000003.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.003, whole genome shotgun sequence"	123050..123934	  lipoprotein NlpI precursor	CP000243
GCA_041047495.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABTVES010000067.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.068, whole genome shotgun sequence"	1073..2314	   stx2i-O9-CB10366	FN252457
GCA_041047495.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABTVES010000196.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.guided.117, whole genome shotgun sequence"	185..1426	   stx2i-O9-CB10366	FN252457
GCA_041047495.1	virulence_ecoli	terC	100	714 / 714	"ABTVES010000004.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.004, whole genome shotgun sequence"	22734..23447	  Tellurium ion resistance protein	CP007491
GCA_041047495.1	virulence_ecoli	terC	99.9	959 / 966	"ABTVES010000003.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.003, whole genome shotgun sequence"	51295..52253	  Tellurium ion resistance protein	MG591698
GCA_041047495.1	virulence_ecoli	terC	100	1041 / 1041	"ABTVES010000079.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.081, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_041047495.1	virulence_ecoli	tia	99.73	738 / 738	"ABTVES010000083.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.085, whole genome shotgun sequence"	2399..3136	 Tia Invasion determinant	CP015995
GCA_041047495.1	virulence_ecoli	traJ	98.69	687 / 687	"ABTVES010000034.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.035, whole genome shotgun sequence"	32509..33195	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_041047495.1	virulence_ecoli	traT	100	732 / 732	"ABTVES010000034.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.035, whole genome shotgun sequence"	10958..11689	  Outer membrane protein complement resistance	CP009167
GCA_041047495.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABTVES010000011.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.011, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_041047495.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABTVES010000011.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.011, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_041047495.1	virulence_ecoli	yehC	97.63	675 / 675	"ABTVES010000011.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.011, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_041047495.1	virulence_ecoli	yehD	98.71	543 / 543	"ABTVES010000011.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.011, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_041047495.1	stx	stx2	99.6	1242 / 1242	"ABTVES010000067.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.denovo.068, whole genome shotgun sequence"	1073..2314	"O9 CB10366, variant i"	FN252457
GCA_041047495.1	stx	stx2	99.6	1242 / 1242	"ABTVES010000196.1 Escherichia coli strain 01575887 SAMN43015297-rid22555953.guided.117, whole genome shotgun sequence"	185..1426	"O9 CB10366, variant i"	FN252457
GCA_041545175.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABUJDJ010000082.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.082, whole genome shotgun sequence"	1659..3314		CP054236
GCA_041545175.1	virulence_ecoli	cba	99.93	1536 / 1536	"ABUJDJ010000063.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.063, whole genome shotgun sequence"	11977..13512	  Colicin B	FJ664743
GCA_041545175.1	virulence_ecoli	cia	100	147 / 147	"ABUJDJ010000063.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.063, whole genome shotgun sequence"	20941..21087	  Colicin ia	QMGM01000002
GCA_041545175.1	virulence_ecoli	cma	99.75	816 / 816	"ABUJDJ010000063.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.063, whole genome shotgun sequence"	14301..15116	  Colicin M activity	FJ664724
GCA_041545175.1	virulence_ecoli	csgA	100	456 / 456	"ABUJDJ010000002.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.002, whole genome shotgun sequence"	165707..166162	 curlin major subunit CsgA	CP069646
GCA_041545175.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABUJDJ010000065.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.065, whole genome shotgun sequence"	22186..23326	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_041545175.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABUJDJ010000019.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.019, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_041545175.1	virulence_ecoli	fimH	100	489 / 489	"ABUJDJ010000054.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.054, whole genome shotgun sequence"	22440..22928	   Type 1 fimbriae	NA
GCA_041545175.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABUJDJ010000002.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.002, whole genome shotgun sequence"	55403..56309	  Avian E. coli haemolysin	ECU57430
GCA_041545175.1	virulence_ecoli	iss	99.66	294 / 294	"ABUJDJ010000075.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.075, whole genome shotgun sequence"	5076..5369	  Increased serum survival	CP001846
GCA_041545175.1	virulence_ecoli	mchB	99.66	294 / 294	"ABUJDJ010000041.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.041, whole genome shotgun sequence"	27445..27738	  Microcin H47 part of colicin H	AJ009631
GCA_041545175.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABUJDJ010000041.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.041, whole genome shotgun sequence"	25623..27173	  MchC protein	FN554766
GCA_041545175.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABUJDJ010000041.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.041, whole genome shotgun sequence"	21629..23725	  ABC transporter protein MchF	FN554766
GCA_041545175.1	virulence_ecoli	mcmA	100	279 / 279	"ABUJDJ010000041.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.041, whole genome shotgun sequence"	21097..21375	  Microcin M part of colicin H	AJ515251
GCA_041545175.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABUJDJ010000006.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.006, whole genome shotgun sequence"	40158..41042	  lipoprotein NlpI precursor	CP000243
GCA_041545175.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABUJDJ010000071.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.071, whole genome shotgun sequence"	1073..2314	   stx2i-O9-CB10366	FN252457
GCA_041545175.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABUJDJ010000194.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.guided.121, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_041545175.1	virulence_ecoli	terC	100	714 / 714	"ABUJDJ010000001.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.001, whole genome shotgun sequence"	22732..23445	  Tellurium ion resistance protein	CP007491
GCA_041545175.1	virulence_ecoli	terC	99.9	959 / 966	"ABUJDJ010000016.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.016, whole genome shotgun sequence"	30661..31619	  Tellurium ion resistance protein	MG591698
GCA_041545175.1	virulence_ecoli	terC	100	1041 / 1041	"ABUJDJ010000089.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.091, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_041545175.1	virulence_ecoli	tia	99.73	738 / 738	"ABUJDJ010000001.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.001, whole genome shotgun sequence"	182813..183550	 Tia Invasion determinant	CP015995
GCA_041545175.1	virulence_ecoli	traJ	98.69	687 / 687	"ABUJDJ010000038.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.038, whole genome shotgun sequence"	32501..33187	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_041545175.1	virulence_ecoli	traT	100	732 / 732	"ABUJDJ010000038.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.038, whole genome shotgun sequence"	10950..11681	  Outer membrane protein complement resistance	CP009167
GCA_041545175.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABUJDJ010000009.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.009, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_041545175.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABUJDJ010000009.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.009, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_041545175.1	virulence_ecoli	yehC	97.63	675 / 675	"ABUJDJ010000009.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.009, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_041545175.1	virulence_ecoli	yehD	98.71	543 / 543	"ABUJDJ010000009.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.009, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_041545175.1	stx	stx2	99.6	1242 / 1242	"ABUJDJ010000071.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.denovo.071, whole genome shotgun sequence"	1073..2314	"O9 CB10366, variant i"	FN252457
GCA_041545175.1	stx	stx2	99.6	1242 / 1242	"ABUJDJ010000194.1 Escherichia coli strain 01591502 SAMN43373094-rid23023753.guided.121, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_042177385.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABUWCX010000029.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.029, whole genome shotgun sequence"	1659..3314		CP054236
GCA_042177385.1	virulence_ecoli	cba	99.93	1536 / 1536	"ABUWCX010000036.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.036, whole genome shotgun sequence"	11884..13419	  Colicin B	FJ664743
GCA_042177385.1	virulence_ecoli	cia	100	147 / 147	"ABUWCX010000036.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.036, whole genome shotgun sequence"	20848..20994	  Colicin ia	QMGM01000002
GCA_042177385.1	virulence_ecoli	cma	99.75	816 / 816	"ABUWCX010000036.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.036, whole genome shotgun sequence"	14208..15023	  Colicin M activity	FJ664724
GCA_042177385.1	virulence_ecoli	csgA	100	456 / 456	"ABUWCX010000001.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.001, whole genome shotgun sequence"	148996..149451	 curlin major subunit CsgA	CP069646
GCA_042177385.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABUWCX010000065.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.065, whole genome shotgun sequence"	17569..18709	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_042177385.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABUWCX010000020.1 Escherichia coli strain 01605180 SAMN43879893-rid23443263.denovo.020, whole genome shotgun sequence"	23655..27905	 intimin-like adhesin FdeC	AP010953
